ensembl_gene_id,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000012555,SLC12A8,6.264071403,-0.434549463,1.332486741,-0.326119165,0.744334198,0.999444529
ENSCAFG00000012556,HTRA1,12378.63491,0.635635405,1.400863562,0.453745405,0.650012082,0.999444529
ENSCAFG00000012558,NA,40.18338018,-0.045929838,0.219272146,-0.209464992,0.834085261,0.999444529
ENSCAFG00000012559,SF3A1,8421.505383,-0.102547432,0.212356441,-0.482902386,0.629165048,0.999444529
ENSCAFG00000012561,DMBT1,6.70293241,1.271760455,1.776688529,0.715803831,0.474112487,0.999444529
ENSCAFG00000012568,NA,1.792458846,0.409436355,0.761110459,0.537946037,0.590614304,0.999444529
ENSCAFG00000012570,MTG2,789.0926418,0.075376722,0.246044259,0.306354323,0.759334882,0.999444529
ENSCAFG00000012572,ARCN1,6429.300534,0.007163505,0.184353704,0.038857399,0.969004082,0.999444529
ENSCAFG00000012576,ZDHHC24,91.12259352,-0.072992531,0.456035543,-0.160058864,0.872834705,0.999444529
ENSCAFG00000012579,SLAMF1,1.591362686,-1.369206106,2.984427863,-0.458783448,0.646389682,0.999444529
ENSCAFG00000012580,NA,174.0923382,0.171502809,0.573409541,0.299093051,0.764869048,0.999444529
ENSCAFG00000012581,CEP85,622.7904975,0.01818355,0.348539948,0.052170635,0.958392731,0.999444529
ENSCAFG00000012582,G2E3,704.3984439,-0.08634678,0.159872361,-0.540098236,0.589129287,0.999444529
ENSCAFG00000012593,CENPF,5430.603956,-0.114554576,0.286326451,-0.400083803,0.689094793,0.999444529
ENSCAFG00000012594,SYAP1,1531.505453,0.16068581,0.221468714,0.725546321,0.468116939,0.999444529
ENSCAFG00000012603,IFT46,1519.425047,-0.077867323,0.287758767,-0.270599308,0.786699228,0.999444529
ENSCAFG00000012608,PSMD2,15300.11136,0.160404077,0.327672123,0.489526161,0.624469238,0.999444529
ENSCAFG00000012621,LY9,657.9322615,0.367341676,2.894102145,0.126927682,0.898997637,0.999444529
ENSCAFG00000012623,STX1A,158.2175541,-0.501215886,1.167731802,-0.429221749,0.667761857,0.999444529
ENSCAFG00000012627,NA,223.8296099,-0.111581998,0.230584587,-0.48390918,0.628450325,0.999444529
ENSCAFG00000012630,CNKSR1,138.8063059,-0.56585291,0.950511855,-0.59531389,0.551633673,0.999444529
ENSCAFG00000012637,NA,775.1681296,0.097742666,0.241725223,0.404354436,0.685952101,0.999444529
ENSCAFG00000012638,DPP3,2671.135216,0.041569771,0.303657005,0.136897126,0.89111211,0.999444529
ENSCAFG00000012639,IQGAP1,11890.53425,0.146707991,0.362179482,0.405069855,0.685426164,0.999444529
ENSCAFG00000012641,PSTK,207.5056721,-0.139466358,0.215376605,-0.647546457,0.517278337,0.999444529
ENSCAFG00000012644,NBEAL1,653.923116,0.14373483,0.43957699,0.326984427,0.743679664,0.999444529
ENSCAFG00000012654,SNX4,1628.411466,-0.225739853,0.297201243,-0.759552185,0.44752231,0.999444529
ENSCAFG00000012655,PDIK1L,115.1005615,-0.050723392,0.474867154,-0.106815961,0.914934985,0.999444529
ENSCAFG00000012657,NA,14.16907894,0.185270253,2.384498182,0.077697796,0.938068447,0.999444529
ENSCAFG00000012663,GPC1,3004.228463,-0.220389864,1.104421994,-0.199552223,0.841830797,0.999444529
ENSCAFG00000012667,CYBRD1,1125.113101,-0.79349105,1.096443356,-0.723695434,0.469252737,0.999444529
ENSCAFG00000012669,ANKMY1,18.93821933,0.192431424,0.730830705,0.263305062,0.792315458,0.999444529
ENSCAFG00000012672,SCFD1,1424.969351,0.125570585,0.208959764,0.600931884,0.547885356,0.999444529
ENSCAFG00000012674,ACADSB,1826.653058,0.153918788,0.264713742,0.581453711,0.560934707,0.999444529
ENSCAFG00000012675,SELENBP1,306.122948,0.467296362,1.379580459,0.338723529,0.734818013,0.999444529
ENSCAFG00000012676,RPS21,14856.79749,-0.072522418,0.211630256,-0.342684544,0.731835791,0.999444529
ENSCAFG00000012679,STRAP,6788.920116,0.075306949,0.20737419,0.363145236,0.716496394,0.999444529
ENSCAFG00000012680,RNPEPL1,2192.041497,-0.233671443,0.366933431,-0.636822441,0.524240507,0.999444529
ENSCAFG00000012683,TSTD1,228.1784867,-0.169606886,1.512426875,-0.112142206,0.910710653,0.999444529
ENSCAFG00000012685,PLXNB1,618.4638211,-0.301710639,1.163228307,-0.259373536,0.795347047,0.999444529
ENSCAFG00000012687,EIF4G1,30196.2536,0.283657362,0.360455837,0.786940681,0.431316592,0.999444529
ENSCAFG00000012688,RBBP7,6855.250016,0.152296961,0.254166029,0.599202659,0.54903775,0.999444529
ENSCAFG00000012689,USF1,2034.411916,-0.250573018,0.364190168,-0.688027959,0.491435175,0.999444529
ENSCAFG00000012692,RNF215,500.2340225,-0.193767348,0.300526742,-0.644759086,0.51908332,0.999444529
ENSCAFG00000012693,CABLES2,1049.564772,0.113302459,0.438412646,0.258437936,0.796068942,0.999444529
ENSCAFG00000012694,ANK3,639.895125,-0.107590793,1.417970433,-0.075876612,0.939517264,0.999444529
ENSCAFG00000012695,CAPN10,2420.525572,-0.221185661,0.338984481,-0.652494947,0.514081932,0.999444529
ENSCAFG00000012697,TRIM52,34.67060743,0.09513984,0.525189679,0.181153294,0.856247254,0.999444529
ENSCAFG00000012698,HMX3,31.16296449,1.433513426,1.978117212,0.724685786,0.468644817,0.999444529
ENSCAFG00000012700,BUB3,3258.596966,0.078469709,0.190368704,0.412198578,0.680193879,0.999444529
ENSCAFG00000012702,SLC30A2,11.79947993,1.046154997,1.892590462,0.552763537,0.58042534,0.999444529
ENSCAFG00000012703,NA,141.0080632,0.292164442,1.145591066,0.255033799,0.798696994,0.999444529
ENSCAFG00000012707,PSMB4,7084.154153,-0.154464161,0.425988863,-0.362601406,0.71690266,0.999444529
ENSCAFG00000012708,SMARCD2,1808.897432,-0.074095951,0.197487414,-0.375193284,0.707516725,0.999444529
ENSCAFG00000012713,KIF1A,354.0690079,-0.949604546,1.991797684,-0.476757531,0.633534791,0.999444529
ENSCAFG00000012715,LMLN,295.5699683,0.078595836,0.581540461,0.135151105,0.892492405,0.999444529
ENSCAFG00000012718,CPXM2,295.2447564,0.847620816,1.252398627,0.676797944,0.498534163,0.999444529
ENSCAFG00000012724,EPS8,2107.404298,0.065229711,0.910673193,0.071628013,0.942897946,0.999444529
ENSCAFG00000012727,MRGBP,276.269039,0.039771426,0.290160858,0.137066821,0.890977978,0.999444529
ENSCAFG00000012729,CGN,73.21133204,-0.781026281,1.572288551,-0.496744876,0.619368972,0.999444529
ENSCAFG00000012730,IQCG,119.7868249,-0.098891829,0.523700547,-0.188832779,0.85022388,0.999444529
ENSCAFG00000012731,COL9A3,2.778576646,1.103905661,1.567520738,0.704236719,0.481285368,0.999444529
ENSCAFG00000012733,PFDN2,297.8536864,-0.020613279,0.25873914,-0.07966819,0.93650116,0.999444529
ENSCAFG00000012736,NIT1,914.7640623,-0.0939547,0.424846394,-0.221149812,0.824975786,0.999444529
ENSCAFG00000012737,SNX27,1842.395739,-0.076775703,0.704478286,-0.108982356,0.913216485,0.999444529
ENSCAFG00000012740,DIDO1,2761.129164,-0.05106748,0.242018598,-0.211006428,0.832882256,0.999444529
ENSCAFG00000012747,PAQR7,272.9765246,-0.52760158,0.823654396,-0.640561846,0.521807395,0.999444529
ENSCAFG00000012751,AUNIP,172.3876747,0.1854635,0.354472921,0.523209218,0.600828668,0.999444529
ENSCAFG00000012752,FAM53B,2915.514248,0.010371917,0.451265522,0.022984068,0.981662982,0.999444529
ENSCAFG00000012753,MTFR1L,437.7497298,0.16248621,0.350459258,0.463637945,0.642907163,0.999444529
ENSCAFG00000012754,UFC1,358.8290524,-0.124844715,0.283409,-0.440510762,0.659567219,0.999444529
ENSCAFG00000012755,NA,139.5888403,-0.130022361,0.248603799,-0.523010355,0.600967047,0.999444529
ENSCAFG00000012761,ACBD6,1562.390425,0.106376163,0.281199867,0.37829379,0.705212358,0.999444529
ENSCAFG00000012762,COCH,119.1204976,-0.023349583,0.563628461,-0.04142726,0.966955281,0.999444529
ENSCAFG00000012763,NA,833.8344907,-0.185763758,0.509211795,-0.36480647,0.715255875,0.999444529
ENSCAFG00000012764,CLCN2,206.1034563,0.06286167,0.590947956,0.106374292,0.915285389,0.999444529
ENSCAFG00000012765,CYP20A1,453.0360435,-0.046628347,0.493766033,-0.094434093,0.924764335,0.999444529
ENSCAFG00000012766,UBE4A,1916.757815,-0.203942742,0.281843079,-0.72360387,0.469308965,0.999444529
ENSCAFG00000012767,RUBCN,521.8122604,-0.249318626,0.407112678,-0.612406932,0.540268557,0.999444529
ENSCAFG00000012772,YTHDF1,3966.902652,-0.231125324,0.309555954,-0.746635047,0.455283887,0.999444529
ENSCAFG00000012773,USP21,509.9168696,-0.076322248,0.297782236,-0.25630222,0.797717483,0.999444529
ENSCAFG00000012780,CD3G,2.034571155,1.209820251,1.745334585,0.693173825,0.488200472,0.999444529
ENSCAFG00000012781,XPR1,695.9381299,0.1092759,0.280001219,0.390269374,0.696337367,0.999444529
ENSCAFG00000012783,NHS,232.6378722,1.202714072,1.498334568,0.80270061,0.4221478,0.999444529
ENSCAFG00000012794,CELF3,1.661223969,-0.524446825,1.241754446,-0.422343425,0.672774366,0.999444529
ENSCAFG00000012803,RIN1,392.8282513,0.287770103,1.093887099,0.263071119,0.792495764,0.999444529
ENSCAFG00000012804,MACO1,1260.937622,-0.103830217,0.312635182,-0.332113029,0.739803912,0.999444529
ENSCAFG00000012806,MPZL2,513.1821313,-0.949360327,2.193470405,-0.432812007,0.66515135,0.999444529
ENSCAFG00000012809,MPZL3,71.14259901,-0.856147681,1.496050034,-0.572272091,0.567137655,0.999444529
ENSCAFG00000012815,ARFGAP1,2959.615431,0.113396946,0.267029085,0.424661404,0.671083523,0.999444529
ENSCAFG00000012817,ABI2,1482.210912,0.026714706,0.368899538,0.072417293,0.942269823,0.999444529
ENSCAFG00000012818,DDX42,2803.31733,0.049906624,0.237118457,0.210471273,0.83329987,0.999444529
ENSCAFG00000012819,CDKL5,103.3819324,0.239535807,0.686062432,0.349145787,0.726979864,0.999444529
ENSCAFG00000012820,EDRF1,618.15961,-0.126692748,0.260075542,-0.487138264,0.626160352,0.999444529
ENSCAFG00000012823,STRN3,1519.004058,0.194466849,0.30310136,0.641590158,0.521139325,0.999444529
ENSCAFG00000012832,RHCE,1.4332008,0.453101402,1.649342729,0.274716343,0.783534175,0.999444529
ENSCAFG00000012834,SLC35E4,258.9505049,-0.2946248,0.85465758,-0.344728469,0.730298513,0.999444529
ENSCAFG00000012835,RS1,3.542855134,0.664246554,1.456147431,0.456167102,0.64826982,0.999444529
ENSCAFG00000012836,ADAMTS4,290.9269105,-0.051777237,0.93640729,-0.0552935,0.95590464,0.999444529
ENSCAFG00000012837,NA,112.6911739,0.354626094,0.562509877,0.630435319,0.528409809,0.999444529
ENSCAFG00000012839,NA,627.0364292,0.158778726,0.260496233,0.609524076,0.542177119,0.999444529
ENSCAFG00000012842,OSBP2,9.800130977,-0.415320799,1.011241602,-0.41070383,0.681289718,0.999444529
ENSCAFG00000012844,IL10RA,401.7442129,-1.027016882,1.311350847,-0.783174758,0.433524496,0.999444529
ENSCAFG00000012846,PASK,840.0341842,-0.257343355,0.370381756,-0.694805701,0.487177075,0.999444529
ENSCAFG00000012848,COL20A1,1.29762484,-0.84663751,1.561312733,-0.542260043,0.587639377,0.999444529
ENSCAFG00000012850,NDUFS2,4039.538633,-0.08857838,0.289782228,-0.30567223,0.759854219,0.999444529
ENSCAFG00000012854,RERG,17.94946444,-0.479555772,1.832675219,-0.261669807,0.79357602,0.999444529
ENSCAFG00000012857,MMP21,9.060486224,-0.207780752,0.543877042,-0.382036263,0.702434467,0.999444529
ENSCAFG00000012861,MORC2,1755.481497,0.102340511,0.34089185,0.300214016,0.764013915,0.999444529
ENSCAFG00000012862,CHRD,45.89225052,0.319441303,0.689419307,0.463348357,0.64311469,0.999444529
ENSCAFG00000012866,UROS,710.9998743,0.256343027,0.463526392,0.5530279,0.580244305,0.999444529
ENSCAFG00000012872,CD28,1.718970102,0.838770448,2.493151496,0.336429796,0.736546784,0.999444529
ENSCAFG00000012875,FBXW12,6.920913158,-0.397819026,2.834612892,-0.140343335,0.888388727,0.999444529
ENSCAFG00000012877,WDR73,716.1412387,0.162030534,0.210057729,0.771361922,0.440492439,0.999444529
ENSCAFG00000012878,FCER1G,1582.952336,1.224132057,2.6601743,0.460169868,0.645394297,0.999444529
ENSCAFG00000012879,NA,609.4619368,0.08852606,0.21608349,0.409684515,0.682037391,0.999444529
ENSCAFG00000012881,ANO7,64.93527887,0.134184121,0.63891505,0.21001872,0.833653062,0.999444529
ENSCAFG00000012883,ARHGDIB,4097.919049,-1.400512066,2.017250172,-0.694267913,0.48751421,0.999444529
ENSCAFG00000012884,RORC,4.221914914,-0.023911037,1.394273442,-0.01714946,0.986317381,0.999444529
ENSCAFG00000012886,APOA2,2.52595896,0.490886553,1.362752697,0.3602169,0.718684937,0.999444529
ENSCAFG00000012889,SEC11A,3740.011651,-0.056105295,0.203795867,-0.275301436,0.783084661,0.999444529
ENSCAFG00000012891,PARD3B,751.2075385,0.572545148,1.122547412,0.510040949,0.610022774,0.999444529
ENSCAFG00000012902,TOMM40L,234.3271393,-0.102249496,0.309892161,-0.329951863,0.741436335,0.999444529
ENSCAFG00000012903,RUNX3,786.9242605,-0.318143918,0.936864293,-0.33958378,0.734169995,0.999444529
ENSCAFG00000012905,STRADA,946.3037951,-0.058039673,0.235965426,-0.245966852,0.805707892,0.999444529
ENSCAFG00000012906,THEM5,4.18918804,0.43645372,1.40611805,0.310396215,0.756259672,0.999444529
ENSCAFG00000012908,THEM4,1592.765607,-0.163970113,0.368698639,-0.444726655,0.656517304,0.999444529
ENSCAFG00000012909,ZNF592,880.3962598,-0.246821383,0.375328045,-0.657615081,0.510785501,0.999444529
ENSCAFG00000012911,HECTD1,3856.734337,-0.170255459,0.242802299,-0.701210245,0.483171817,0.999444529
ENSCAFG00000012912,DHX32,1296.614447,0.133966007,0.442625322,0.30266232,0.762147216,0.999444529
ENSCAFG00000012914,CLIC4,1447.087569,-0.341645219,0.546869879,-0.624728537,0.53214924,0.999444529
ENSCAFG00000012916,S100A11,5720.839744,-0.031143256,0.401594437,-0.077549023,0.938186794,0.999444529
ENSCAFG00000012917,METAP1D,261.8344618,-0.077157827,0.342294103,-0.225413836,0.821657349,0.999444529
ENSCAFG00000012919,CDC25A,920.7852246,0.093949656,0.311751054,0.30136115,0.763139115,0.999444529
ENSCAFG00000012926,WBP11,4874.862486,-0.076952522,0.140211209,-0.548832881,0.583120143,0.999444529
ENSCAFG00000012928,LIMD2,192.1596619,-0.351007563,0.659826565,-0.531969432,0.594747167,0.999444529
ENSCAFG00000012931,KCNQ2,513.043302,-1.235921604,1.813992686,-0.681326674,0.495664809,0.999444529
ENSCAFG00000012932,RHOBTB1,311.0301857,-0.538659802,0.732804571,-0.735066105,0.462299236,0.999444529
ENSCAFG00000012933,SRRM1,4752.842475,-0.153916921,0.29253272,-0.526152838,0.598782019,0.999444529
ENSCAFG00000012934,MAP3K3,698.0956652,0.038790037,0.224086423,0.173103022,0.862570449,0.999444529
ENSCAFG00000012935,DLX1,289.892685,-0.496521885,0.852742564,-0.582264691,0.560388405,0.999444529
ENSCAFG00000012938,MGAT1,1889.745315,0.124436091,0.250055591,0.497633709,0.61874224,0.999444529
ENSCAFG00000012941,TFRC,4931.141787,0.074864665,0.341712226,0.219086879,0.826582372,0.999444529
ENSCAFG00000012950,ZDHHC19,4.78665068,-0.93302012,1.330471409,-0.701270327,0.483134328,0.999444529
ENSCAFG00000012952,VPS37D,36.17093548,0.19742226,1.153632407,0.171130994,0.864120766,0.999444529
ENSCAFG00000012954,FANK1,8.126785596,0.522276679,1.682469901,0.310422599,0.756239611,0.999444529
ENSCAFG00000012955,SLC51A,7.626347825,-0.861907194,1.442151688,-0.597653632,0.550071071,0.999444529
ENSCAFG00000012960,SEPTIN2,7430.724797,-0.189951044,0.267571176,-0.709908471,0.477760897,0.999444529
ENSCAFG00000012961,DCAF7,1734.753491,0.078766959,0.222874375,0.353414153,0.723777977,0.999444529
ENSCAFG00000012966,STPG1,30.39303836,-0.088853521,1.598872482,-0.055572612,0.955682283,0.999444529
ENSCAFG00000012967,PCYT1A,1543.33808,0.009529904,0.285453538,0.033385131,0.973367467,0.999444529
ENSCAFG00000012969,INPP5J,314.6629808,1.01830649,1.312511136,0.775845981,0.437839931,0.999444529
ENSCAFG00000012975,MAP4,6961.719495,-0.163555018,0.363389165,-0.450082264,0.652651125,0.999444529
ENSCAFG00000012979,CABCOCO1,26.33838754,-0.742223829,1.263680915,-0.587350668,0.556968219,0.999444529
ENSCAFG00000012980,SMCO3,9.859268412,0.618756144,0.864891396,0.715414845,0.474352742,0.999444529
ENSCAFG00000012981,PLA2G3,1018.986987,0.801903563,1.252643645,0.640168947,0.522062769,0.999444529
ENSCAFG00000012982,NA,40.08492408,-0.352852367,0.507398503,-0.69541468,0.486795463,0.999444529
ENSCAFG00000012983,ADGRG2,351.6446889,1.227504732,1.713282894,0.716463543,0.473705171,0.999444529
ENSCAFG00000012984,H2AJ,436.5111133,0.486718198,0.85540134,0.568993963,0.569360237,0.999444529
ENSCAFG00000012986,ADAM12,2601.17086,0.499006553,1.525985724,0.327006043,0.743663315,0.999444529
ENSCAFG00000012989,H4-16,2.744160655,-0.313564064,0.799669971,-0.392116843,0.694971883,0.999444529
ENSCAFG00000012991,ARID5B,1392.49457,-0.106544402,0.604648385,-0.176208858,0.860129862,0.999444529
ENSCAFG00000012994,GRHL3,64.52058699,0.484841114,1.193176855,0.406344719,0.684489332,0.999444529
ENSCAFG00000012997,CFAP126,215.9634714,-0.098903644,0.423078547,-0.233771352,0.815162491,0.999444529
ENSCAFG00000012998,ACE,7.340523409,0.518922979,1.162083878,0.446545201,0.655203469,0.999444529
ENSCAFG00000013006,ITGA6,6257.206325,-0.199381994,0.841520382,-0.236930677,0.812710571,0.999444529
ENSCAFG00000013007,ADH5,911.6457066,-0.171103798,0.269405816,-0.635115458,0.525353116,0.999444529
ENSCAFG00000013011,PDE8A,2618.015486,0.122386967,0.534140122,0.229128953,0.818768691,0.999444529
ENSCAFG00000013012,THAP4,1525.648918,-0.031013402,0.22966238,-0.135039104,0.892580957,0.999444529
ENSCAFG00000013020,STMN3,83.75921855,-0.305590575,0.797792098,-0.383045377,0.701686119,0.999444529
ENSCAFG00000013021,SMCO1,2.418503497,-0.717620895,0.901927255,-0.795652743,0.426233901,0.999444529
ENSCAFG00000013022,CEP164,2122.011376,0.085755057,0.761538267,0.112607679,0.910341597,0.999444529
ENSCAFG00000013026,HEATR5A,1042.910886,0.1175937,0.418750092,0.280820715,0.778847914,0.999444529
ENSCAFG00000013028,FBXO45,91.81861798,-0.037053221,0.154336879,-0.240080148,0.810268124,0.999444529
ENSCAFG00000013032,STK25,1536.509019,0.019263326,0.282197384,0.068261888,0.945577162,0.999444529
ENSCAFG00000013039,ZNF365,263.3439345,-0.025335754,0.459463802,-0.055142001,0.956025335,0.999444529
ENSCAFG00000013040,NA,2170.982766,-0.135885622,0.366757357,-0.37050551,0.711005871,0.999444529
ENSCAFG00000013044,LIMK2,1137.334251,-0.245647404,0.361882243,-0.678804802,0.497261551,0.999444529
ENSCAFG00000013045,ADO,41.27185353,0.12604454,0.446263671,0.282444098,0.777603005,0.999444529
ENSCAFG00000013046,CEP19,242.2346338,0.07525265,0.374445799,0.200970743,0.840721451,0.999444529
ENSCAFG00000013047,TRIM50,3.261035573,0.641203274,0.937728826,0.683783261,0.494112038,0.999444529
ENSCAFG00000013052,TANC2,1109.443679,-0.321555019,0.505666399,-0.635903472,0.524839339,0.999444529
ENSCAFG00000013053,RPS17,22857.82461,-0.103667715,0.286796354,-0.361468036,0.717749596,0.999444529
ENSCAFG00000013054,ATG4B,1769.051176,-0.105113183,0.307933012,-0.341350811,0.732839501,0.999444529
ENSCAFG00000013056,ZGPAT,2284.808749,-0.103793621,0.317143157,-0.327276873,0.743458483,0.999444529
ENSCAFG00000013062,DOCK1,2778.035055,0.086561532,1.307888099,0.066184204,0.947231173,0.999444529
ENSCAFG00000013068,ATF6,1586.826479,0.061067781,0.325503974,0.18760994,0.851182434,0.999444529
ENSCAFG00000013069,BACE1,2683.163761,0.197193057,0.762842867,0.258497609,0.796022894,0.999444529
ENSCAFG00000013072,TPD52L2,2197.182571,0.024514037,0.191048695,0.128313029,0.897901255,0.999444529
ENSCAFG00000013073,FUCA1,3405.880409,-0.299971864,0.6592971,-0.454987385,0.649118314,0.999444529
ENSCAFG00000013075,SH3KBP1,3501.174837,-0.25004539,0.420509348,-0.594625046,0.552094134,0.999444529
ENSCAFG00000013076,DTYMK,2755.231496,-0.200312704,0.375179356,-0.53391185,0.593402523,0.999444529
ENSCAFG00000013079,OLFML2B,670.1541438,-0.812626702,1.318776412,-0.61619748,0.537764192,0.999444529
ENSCAFG00000013084,NA,6758.024389,-0.095271904,0.265278437,-0.359139269,0.719490906,0.999444529
ENSCAFG00000013085,HMGCL,749.9242679,-0.174814543,0.287919108,-0.607165478,0.5437411,0.999444529
ENSCAFG00000013086,NA,55.17418314,-0.600161751,1.561568433,-0.384332661,0.700731903,0.999444529
ENSCAFG00000013089,PLBD1,2.153441009,1.069348408,1.602271246,0.667395369,0.504519623,0.999444529
ENSCAFG00000013092,BCLAF3,253.1570759,-0.062678562,0.468545494,-0.133772627,0.893582373,0.999444529
ENSCAFG00000013093,SH2D1B,1.368393892,1.244040855,1.861422627,0.668327996,0.503924246,0.999444529
ENSCAFG00000013100,NCBP2,2692.720126,-0.135020501,0.24244714,-0.556906966,0.577590995,0.999444529
ENSCAFG00000013115,MELTF,127.3565388,-0.528153352,1.016255474,-0.519705297,0.603268995,0.999444529
ENSCAFG00000013117,UAP1,3103.619127,0.054136975,0.247151976,0.219043263,0.826616347,0.999444529
ENSCAFG00000013121,RNASEL,389.4042917,0.258017362,0.735928943,0.350600917,0.725887769,0.999444529
ENSCAFG00000013129,SAMD10,10.35271033,-0.122342998,0.815310079,-0.150057016,0.880719632,0.999444529
ENSCAFG00000013132,FOSL1,2181.46537,-0.29093575,0.836890892,-0.347638805,0.72811146,0.999444529
ENSCAFG00000013137,TLK2,1018.166427,-0.069783839,0.16782444,-0.415814521,0.677545733,0.999444529
ENSCAFG00000013138,CCDC85B,1146.311618,-0.118755122,0.431769846,-0.275042647,0.783283473,0.999444529
ENSCAFG00000013142,FSD2,8.956954391,-0.457053864,0.814116696,-0.561410749,0.574517558,0.999444529
ENSCAFG00000013146,BAZ1B,2723.187564,-0.114837344,0.216785778,-0.529727298,0.596301019,0.999444529
ENSCAFG00000013148,GRIN2B,1.981848388,0.223583316,2.097112487,0.106614842,0.915094544,0.999444529
ENSCAFG00000013149,WHAMM,279.3118185,0.007029391,0.251161573,0.027987525,0.977672101,0.999444529
ENSCAFG00000013151,ARHGAP5,1709.410533,-0.262076079,0.396874438,-0.660350111,0.509029179,0.999444529
ENSCAFG00000013152,D2HGDH,589.9387608,-0.227945592,0.454546681,-0.501478949,0.61603409,0.999444529
ENSCAFG00000013165,PRPF6,7961.279457,-0.02674828,0.258373926,-0.103525464,0.917545941,0.999444529
ENSCAFG00000013168,CTSW,40.8156889,-0.118985463,0.481832785,-0.246943476,0.804951969,0.999444529
ENSCAFG00000013170,VPS8,1285.507674,-0.234516271,0.327317687,-0.716479068,0.473695588,0.999444529
ENSCAFG00000013171,RPS6KA3,1474.909159,0.167527716,0.343160883,0.488190013,0.625415258,0.999444529
ENSCAFG00000013173,STRC,1.317888064,-0.217189927,1.199678636,-0.181040089,0.85633611,0.999444529
ENSCAFG00000013179,OPRL1,208.8537759,-0.383708725,0.66937365,-0.573235479,0.566485265,0.999444529
ENSCAFG00000013180,DDR2,1872.478577,0.308156808,1.233678048,0.249787056,0.80275203,0.999444529
ENSCAFG00000013182,EGLN3,953.9838904,-0.40787407,1.002929981,-0.406682499,0.684241196,0.999444529
ENSCAFG00000013185,HOMER2,1396.855822,0.311422133,0.405581427,0.767841208,0.442581529,0.999444529
ENSCAFG00000013187,NA,3.529407898,0.42492198,0.613442349,0.692684457,0.488507595,0.999444529
ENSCAFG00000013190,BTBD1,1130.576988,-0.04740432,0.471578046,-0.100522745,0.919929327,0.999444529
ENSCAFG00000013191,NRP2,9340.719097,0.607907089,1.23178776,0.493516098,0.621647968,0.999444529
ENSCAFG00000013194,MAGEF1,251.1594262,0.181527208,0.497189293,0.365106833,0.71503166,0.999444529
ENSCAFG00000013196,TM6SF1,630.0644547,-0.091898639,0.449254164,-0.204558235,0.837917289,0.999444529
ENSCAFG00000013197,NSUN5,515.7413224,0.192348104,0.299568616,0.642083627,0.520818886,0.999444529
ENSCAFG00000013198,FAM234B,191.6429774,-0.203251421,0.444260523,-0.457505023,0.647308092,0.999444529
ENSCAFG00000013200,SCAP,2230.409557,0.002952667,0.202708794,0.014566052,0.988378383,0.999444529
ENSCAFG00000013202,SIDT2,1099.32731,0.297382628,0.692537411,0.429410199,0.667624733,0.999444529
ENSCAFG00000013204,PTPRE,886.0839973,0.584041674,1.167727964,0.500152169,0.616967935,0.999444529
ENSCAFG00000013205,DHX9,5174.768588,-0.019099276,0.128833955,-0.148247226,0.882147662,0.999444529
ENSCAFG00000013208,HDGFL3,1671.667333,0.296902368,0.687576966,0.431809648,0.665879767,0.999444529
ENSCAFG00000013210,PITHD1,3355.450354,0.117204855,0.353388755,0.331659833,0.740146134,0.999444529
ENSCAFG00000013215,GPRC5D,1355.820553,-0.249106205,0.326343737,-0.763324608,0.44526983,0.999444529
ENSCAFG00000013216,MUS81,1469.096407,-0.055422267,0.217310562,-0.255037153,0.798694404,0.999444529
ENSCAFG00000013217,GPRC5A,772.5359868,-0.378885967,1.550765487,-0.244321898,0.806981525,0.999444529
ENSCAFG00000013218,EHHADH,435.7504456,0.072611176,0.493774672,0.147053263,0.88308998,0.999444529
ENSCAFG00000013219,BNC1,497.7964086,-0.739381519,2.289074567,-0.323004558,0.74669179,0.999444529
ENSCAFG00000013220,ELOA,2638.92545,0.105275023,0.29215522,0.360339353,0.718593374,0.999444529
ENSCAFG00000013221,CTNNA3,30.55444363,1.232827493,1.75079302,0.704153763,0.481337022,0.999444529
ENSCAFG00000013224,DDX47,1614.679654,0.084101531,0.293618065,0.286431733,0.774547473,0.999444529
ENSCAFG00000013228,CNKSR2,3.983263029,-0.454445501,1.507927106,-0.301371001,0.763131605,0.999444529
ENSCAFG00000013230,MAP3K13,32.383877,0.232552981,0.507557532,0.458180533,0.646822744,0.999444529
ENSCAFG00000013232,RPL11,20865.74525,0.042165205,0.247868467,0.17011121,0.864922678,0.999444529
ENSCAFG00000013237,SH3GL3,82.29342367,1.203756889,1.547655083,0.777794033,0.436690446,0.999444529
ENSCAFG00000013238,PTPN23,1898.071307,-0.10003211,0.196371042,-0.509403568,0.610469376,0.999444529
ENSCAFG00000013246,LIPH,2.641019421,0.043651121,1.622174343,0.026909019,0.9785323,0.999444529
ENSCAFG00000013247,PRR14L,1538.952585,-0.461235697,0.823500966,-0.560091264,0.575417189,0.999444529
ENSCAFG00000013253,NA,2472.959031,-0.035479355,0.256286489,-0.138436308,0.889895603,0.999444529
ENSCAFG00000013256,MRC2,2123.951737,-0.125179864,0.986371992,-0.126909386,0.899012118,0.999444529
ENSCAFG00000013258,SIK3,2246.902012,-0.139267033,0.371963278,-0.374410704,0.708098781,0.999444529
ENSCAFG00000013259,NUF2,1725.506221,-0.044743926,0.272156953,-0.16440486,0.869412438,0.999444529
ENSCAFG00000013260,KLHL34,24.34780349,-0.744737762,2.004549192,-0.371523815,0.710247422,0.999444529
