gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,
ENSCAFG00000016022,GORASP2,13.48504787,-0.003494524,0.086528397,0.72857788,0.999567267,,,,
ENSCAFG00000016024,CATSPER4,654.3408358,-0.001547938,0.079700343,0.946859045,0.999567267,,,,
ENSCAFG00000016025,OR51A4,3981.156745,-0.014014178,0.075081906,0.654100878,0.999567267,,,,
ENSCAFG00000016026,MGST1,88.66630287,-0.001520944,0.083175197,0.91655011,0.999567267,,,,
ENSCAFG00000016027,TXLNG,91.02439851,0.016129493,0.091047586,0.199894426,0.999567267,,,,
ENSCAFG00000016028,LY9,431.4164268,-0.004120818,0.110880617,0.56924945,0.999567267,,,,
ENSCAFG00000016029,SLC15A5,865.8558626,-0.003279992,0.084153283,0.795755597,0.999567267,,,,
ENSCAFG00000016030,STX1A,1032.030982,0.015796785,0.081499627,0.437950578,0.999567267,,,,
ENSCAFG00000016031,NA,2143.055956,0.012336215,0.088951767,0.296241636,0.999567267,,,,
ENSCAFG00000016034,ADRM1,5694.234985,0.016166506,0.088547834,0.223805897,0.999567267,,,,
ENSCAFG00000016039,TMEM25,375.1558591,0.013153299,0.084508828,0.372467751,0.999567267,,,,
ENSCAFG00000016040,CNKSR1,160.5206162,0.02340084,0.082454436,0.248768279,0.999567267,,,,
ENSCAFG00000016041,OR51S1,54.69708947,-4.30E-05,0.120374073,0.995090771,0.999567267,,,,
ENSCAFG00000016051,DPP3,249.3643125,-0.007098635,0.123432299,0.366541958,0.999567267,,,,
ENSCAFG00000016053,NA,175.9090645,-0.013049528,0.104935246,0.193605292,0.999567267,,,,
ENSCAFG00000016055,PSTK,667.1086713,-0.006870967,0.082509309,0.680347731,0.999567267,,,,
ENSCAFG00000016060,NBEAL1,1838.985792,-0.00382199,0.081604088,0.837967863,0.999567267,,,,
ENSCAFG00000016062,CD244,200.204856,-0.007111124,0.091962501,0.441220122,0.999567267,,,,
ENSCAFG00000016063,TTC36,3.003950189,-0.002323654,0.085193656,0.833461366,0.999567267,,,,
ENSCAFG00000016065,SNX4,4786.882285,-0.004095726,0.086967228,0.680190504,0.999567267,,,,
ENSCAFG00000016066,PDIK1L,675.4054019,-0.004607403,0.083275326,0.752114723,0.999567267,,,,
ENSCAFG00000016068,DCAF17,2537.054494,0.018330963,0.07978471,0.448705255,0.999567267,,,,
ENSCAFG00000016070,RFX5,181.6968539,-0.014220319,0.09044073,0.238221668,0.999567267,,,,
ENSCAFG00000016071,GPC1,4242.694075,0.000209255,0.094817497,0.977140438,0.999567267,,,,
ENSCAFG00000016075,F11R,105.6738551,0.007871766,0.090012776,0.427729515,0.999567267,,,,
ENSCAFG00000016076,CYBRD1,4987.544577,-0.000825886,0.081978962,0.9625577,0.999567267,,,,
ENSCAFG00000016077,NA,704.8625318,0.001672105,0.082016128,0.92393022,0.999567267,,,,
ENSCAFG00000016080,ANKMY1,893.3522529,-0.002971728,0.090245295,0.723137944,0.999567267,,,,
ENSCAFG00000016081,TRIM63,1533.24694,0.007706981,0.082497448,0.646941895,0.999567267,,,,
ENSCAFG00000016083,SCFD1,152.3034306,0.003121093,0.080091802,0.889083957,0.999567267,,,,
ENSCAFG00000016084,ACADSB,14.10478329,0.005429224,0.091912099,0.532467549,0.999567267,,,,
ENSCAFG00000016085,SELENBP1,4487.542316,-0.044221697,0.074989633,0.190465835,0.999567267,,,,
ENSCAFG00000016089,CD79B,5393.477475,0.007622038,0.083981166,0.582309269,0.999567267,,,,
ENSCAFG00000016092,RNPEPL1,184.9287015,-0.005479971,0.107745342,0.469658433,0.999567267,,,,
ENSCAFG00000016095,PELI3,11663.8392,0.007210647,0.081924278,0.691169555,0.999567267,,,,
ENSCAFG00000016096,TSTD1,1444.179012,0.004142921,0.080143296,0.852562259,0.999567267,,,,
ENSCAFG00000016097,CEP350,131.160453,-0.006084595,0.082981136,0.693965384,0.999567267,,,,
ENSCAFG00000016099,PLXNB1,37.3409585,0.001636996,0.090541787,0.839366928,0.999567267,,,,
ENSCAFG00000016103,CCDC157,476.8868486,-0.0296689,0.079114625,0.269898744,0.999567267,,,,
ENSCAFG00000016104,EIF4G1,4230.844603,-0.005879055,0.078755071,0.815998176,0.999567267,,,,
ENSCAFG00000016105,RBBP7,375.7534218,-0.017882119,0.084310713,0.276050938,0.999567267,,,,
ENSCAFG00000016106,USF1,1895.564219,0.021182501,0.076474377,0.478592041,0.999567267,,,,
ENSCAFG00000016108,KMT2A,619.4972135,0.037766056,0.075157969,0.251810074,0.999567267,,,,
ENSCAFG00000016110,RNF215,2327.606043,0.005094331,0.080853994,0.805153577,0.999567267,,,,
ENSCAFG00000016112,ANK3,287.1150074,0.005241292,0.080367772,0.810150101,0.999567267,,,,
ENSCAFG00000016113,CAPN10,132.5304417,0.013387819,0.081825126,0.487145448,0.999567267,,,,
ENSCAFG00000016115,DYNC1I2,883.1918133,-0.005204963,0.080201725,0.814619068,0.999567267,,,,
ENSCAFG00000016117,TRIM52,957.8662532,-0.009028537,0.081259452,0.651169388,0.999567267,,,,
ENSCAFG00000016119,HMX3,4915.519546,0.016822155,0.083116405,0.339668479,0.999567267,,,,
ENSCAFG00000016120,HMX2,171.3688519,0.004480143,0.090561593,0.606428874,0.999567267,,,,
ENSCAFG00000016121,BUB3,124.4090649,-0.003843223,0.118199547,0.593928834,0.999567267,,,,
ENSCAFG00000016122,OSBPL11,758.8677836,0.012864995,0.082177469,0.484973347,0.999567267,,,,
ENSCAFG00000016123,SLC30A2,1470.208051,0.00268086,0.077897761,0.920224352,0.999567267,,,,
ENSCAFG00000016125,NA,578.8625552,0.014782277,0.076325525,0.618451824,0.999567267,,,,
ENSCAFG00000016126,RBBP8NL,23.84093089,0.000530528,0.08663837,0.955785903,0.999567267,,,,
ENSCAFG00000016129,PSMB4,15673.18516,0.0009309,0.083105189,0.949372402,0.999567267,,,,
ENSCAFG00000016130,SMARCD2,1643.360266,0.006101848,0.07710538,0.828438775,0.999567267,,,,
ENSCAFG00000016132,GATA5,4213.786714,0.014649891,0.079346091,0.552410977,0.999567267,,,,
ENSCAFG00000016133,SLCO4A1,3370.725037,0.027491676,0.082591663,0.193308833,0.999567267,,,,
ENSCAFG00000016136,NPAS4,110.5841713,-0.00693434,0.087146945,0.51615765,0.999567267,,,,
ENSCAFG00000016140,GPR26,2298.823555,0.012717845,0.078874753,0.616575233,0.999567267,,,,
ENSCAFG00000016141,LMLN,2276.010992,0.000505821,0.077010764,0.985703546,0.999567267,,,,
ENSCAFG00000016145,QSOX1,1728.530383,0.012319532,0.081106245,0.551788837,0.999567267,,,,
ENSCAFG00000016146,CPXM2,1525.72575,0.008132769,0.0758062,0.787166878,0.999567267,,,,
ENSCAFG00000016147,POGZ,1458.276498,-0.003415802,0.098494481,0.645644915,0.999567267,,,,
ENSCAFG00000016148,NTSR1,1918.050094,-0.010713615,0.08294666,0.514076547,0.999567267,,,,
ENSCAFG00000016149,NECTIN4,14167.21685,-0.00445347,0.122927765,0.544218674,0.999567267,,,,
ENSCAFG00000016150,EPS8,868.45738,-0.012260841,0.096684373,0.236962521,0.999567267,,,,
ENSCAFG00000016151,RPL35A,3203.658246,0.009083136,0.081582555,0.636144515,0.999567267,,,,
ENSCAFG00000016152,PAFAH2,2892.629341,-0.008360586,0.079848874,0.717948607,0.999567267,,,,
ENSCAFG00000016154,FAM131A,912.7656182,-0.01701423,0.08376447,0.310501003,0.999567267,,,,
ENSCAFG00000016155,CGN,115.3651812,0.001415358,0.095934092,0.845807461,0.999567267,,,,
ENSCAFG00000016158,IQCG,836.7066108,0.011487105,0.080772744,0.590669937,0.999567267,,,,
ENSCAFG00000016161,PFDN2,905.5875981,-0.008418029,0.09963129,0.338730554,0.999567267,,,,
ENSCAFG00000016162,LRCH3,1130.089345,0.033266497,0.078835431,0.232150845,0.999567267,,,,
ENSCAFG00000016165,NIT1,4.899075615,-0.010010903,0.098868161,0.286456609,0.999567267,,,,
ENSCAFG00000016168,SNX27,1742.776562,-0.01526451,0.079555249,0.530018095,0.999567267,,,,
ENSCAFG00000016170,SLC29A2,934.3953,-0.0018933,0.086450639,0.847235098,0.999567267,,,,
ENSCAFG00000016173,MTFP1,895.7904298,0.000491212,0.087331284,0.957132187,0.999567267,,,,
ENSCAFG00000016179,NA,237.4216431,0.005361292,0.091009635,0.544962329,0.999567267,,,,
ENSCAFG00000016180,DEDD,1202.778346,0.000181334,0.086690429,0.98480843,0.999567267,,,,
ENSCAFG00000016181,PAQR7,1481.531833,0.016630451,0.084263714,0.301133364,0.999567267,,,,
ENSCAFG00000016184,LHPP,4747.162558,0.009533778,0.082265751,0.589045969,0.999567267,,,,
ENSCAFG00000016185,GID8,5884.451745,-0.002030554,0.092936925,0.791742848,0.999567267,,,,
ENSCAFG00000016192,AUNIP,270.3510957,-0.007763519,0.125693535,0.333383113,0.999567267,,,,
ENSCAFG00000016197,FAM53B,1369.883557,-0.007201798,0.084398915,0.583517555,0.999567267,,,,
ENSCAFG00000016204,UFC1,1128.57901,-0.004737372,0.083851005,0.724678135,0.999567267,,,,
ENSCAFG00000016208,NA,3702.044475,0.015167151,0.088207633,0.245676959,0.999567267,,,,
ENSCAFG00000016209,SEC14L3,1109.052846,0.016794517,0.083581954,0.321722275,0.999567267,,,,
ENSCAFG00000016212,ABRAXAS2,1727.239637,0.023233302,0.081035317,0.303852394,0.999567267,,,,
ENSCAFG00000016214,ACBD6,801.4625269,0.01413087,0.084064303,0.363770332,0.999567267,,,,
ENSCAFG00000016228,NA,8331.194373,-0.00760385,0.108029161,0.351358207,0.999567267,,,,
ENSCAFG00000016229,CLCN2,157.8360973,-0.003090538,0.0814583,0.871016678,0.999567267,,,,
ENSCAFG00000016231,CYP20A1,1225.48982,0.017803418,0.085530874,0.246014936,0.999567267,,,,
ENSCAFG00000016236,UBE4A,222.4932626,0.009784123,0.084199608,0.488266883,0.999567267,,,,
ENSCAFG00000016246,FTSJ3,796.3818686,0.004686504,0.082057974,0.789650318,0.999567267,,,,
ENSCAFG00000016249,YTHDF1,1563.397548,0.000428336,0.088819197,0.959678637,0.999567267,,,,
ENSCAFG00000016250,USP21,242.4398846,0.026871148,0.07993794,0.284950094,0.999567267,,,,
ENSCAFG00000016253,CTBP2,391.2522898,-0.008286015,0.083614798,0.57107855,0.999567267,,,,
ENSCAFG00000016257,B4GAT1,653.5467087,-0.008448899,0.092161477,0.381535628,0.999567267,,,,
ENSCAFG00000016258,BIRC7,1598.278978,0.011109704,0.079507212,0.644077982,0.999567267,,,,
ENSCAFG00000016259,CD3G,3.284363545,0.00152836,0.085607579,0.884328105,0.999567267,,,,
ENSCAFG00000016262,XPR1,597.7152082,-0.000181667,0.097556748,0.979561097,0.999567267,,,,
ENSCAFG00000016264,NHS,9473.985315,0.000712738,0.078770948,0.977379073,0.999567267,,,,
ENSCAFG00000016265,BRMS1,1338.344578,0.001365349,0.084356028,0.910255297,0.999567267,,,,
ENSCAFG00000016267,NKAIN4,6806.033871,0.0089782,0.079016943,0.718324327,0.999567267,,,,
ENSCAFG00000016268,NA,823.8121378,-0.004249042,0.080197437,0.848020637,0.999567267,,,,
ENSCAFG00000016274,PTPRO,122.0530707,-0.023504968,0.082093832,0.259904202,0.999567267,,,,
ENSCAFG00000016276,PES1,4041.179007,-0.000166007,0.079664213,0.994313984,0.999567267,,,,
ENSCAFG00000016277,BEND2,1382.533338,-0.019458789,0.081845496,0.339862583,0.999567267,,,,
ENSCAFG00000016279,CELF3,609.2713971,0.004022022,0.080524658,0.850909349,0.999567267,,,,
ENSCAFG00000016286,RIN1,1502.239905,-0.021428915,0.081117107,0.332533534,0.999567267,,,,
ENSCAFG00000016288,MACO1,364.073231,-0.008329703,0.091289961,0.394543693,0.999567267,,,,
ENSCAFG00000016292,SLC25A12,658.7897363,-0.007395894,0.089236384,0.458901572,0.999567267,,,,
ENSCAFG00000016293,MPZL2,753.6870361,-0.003408112,0.083542332,0.805660504,0.999567267,,,,
ENSCAFG00000016295,MUC20,1569.490953,-0.005593277,0.087869832,0.572206519,0.999567267,,,,
ENSCAFG00000016298,MPZL3,208.1013866,-0.005168649,0.083049017,0.733370798,0.999567267,,,,
ENSCAFG00000016300,TMEM151A,13.33936419,-0.00293945,0.090983356,0.720284987,0.999567267,,,,
ENSCAFG00000016304,JAML,1602.554971,-0.002879824,0.081856791,0.87275382,0.999567267,,,,
ENSCAFG00000016305,ARFGAP1,645.9598797,0.013193778,0.079036375,0.599563048,0.999567267,,,,
ENSCAFG00000016307,ABI2,863.4988397,0.012769172,0.100451438,0.211237545,0.999567267,,,,
ENSCAFG00000016309,CDKL5,146.255244,0.002944846,0.104698434,0.678663672,0.999567267,,,,
ENSCAFG00000016311,EDRF1,8193.967787,0.001091681,0.080344772,0.959983697,0.999567267,,,,
ENSCAFG00000016315,STRN3,407.152673,0.002503816,0.086099541,0.805983717,0.999567267,,,,
ENSCAFG00000016316,SCN4B,3933.653086,0.007494886,0.084195408,0.578782678,0.999567267,,,,
ENSCAFG00000016326,TCN2,538.687448,0.009208678,0.081046982,0.653153753,0.999567267,,,,
ENSCAFG00000016330,CNIH2,325.2586703,-0.007389716,0.083969066,0.592844832,0.999567267,,,,
ENSCAFG00000016331,RHCE,201.6575137,-0.010423277,0.10413922,0.257295338,0.999567267,,,,
ENSCAFG00000016332,SLC35E4,7.253740148,0.002199392,0.093881804,0.772046286,0.999567267,,,,
ENSCAFG00000016333,RS1,4118.264199,-0.02691386,0.081083277,0.246590323,0.999567267,,,,
ENSCAFG00000016339,NA,253.1675863,-0.009733392,0.079315051,0.689269565,0.999567267,,,,
ENSCAFG00000016340,STX6,2243.661069,-0.013777794,0.078660153,0.594383554,0.999567267,,,,
ENSCAFG00000016341,NA,1702.036922,-0.0074919,0.085033288,0.547348076,0.999567267,,,,
ENSCAFG00000016344,THPO,12.20331948,0.015844811,0.089429157,0.219232114,0.999567267,,,,
ENSCAFG00000016346,OSBP2,612.447167,0.003356647,0.076910771,0.905943573,0.999567267,,,,
ENSCAFG00000016350,IL10RA,329.7346987,-0.017913813,0.080439037,0.433271814,0.999567267,,,,
ENSCAFG00000016351,NA,1512.461424,-0.004143133,0.105224085,0.571525124,0.999567267,,,,
ENSCAFG00000016352,PASK,7.931406094,0.001990149,0.082665823,0.89981726,0.999567267,,,,
ENSCAFG00000016353,PPEF1,500.8351213,0.019896203,0.082899426,0.288524098,0.999567267,,,,
ENSCAFG00000016356,TRIM41,43.37736922,0.011376094,0.081294476,0.572471363,0.999567267,,,,
ENSCAFG00000016358,RERG,1093.253421,0.005734375,0.077449601,0.835357119,0.999567267,,,,
ENSCAFG00000016359,RAB1B,130.1567737,0.011904928,0.083299003,0.458438381,0.999567267,,,,
ENSCAFG00000016360,TDRKH,1285.434829,0.004671098,0.078755925,0.853100915,0.999567267,,,,
ENSCAFG00000016361,MMP21,1931.902221,0.016251043,0.080394643,0.474633082,0.999567267,,,,
ENSCAFG00000016362,ZSCAN2,610.3539422,-0.027338219,0.081509677,0.227207532,0.999567267,,,,
ENSCAFG00000016363,FXYD2,1669.091347,-0.002432571,0.144226994,0.749000049,0.999567267,,,,
ENSCAFG00000016369,NA,1635.276431,0.00990448,0.079802363,0.671407181,0.999567267,,,,
ENSCAFG00000016374,MORC2,45.33174365,-0.001860627,0.084056174,0.883279851,0.999567267,,,,
ENSCAFG00000016379,CCDC47,691.1950653,-0.014918289,0.09074794,0.222478477,0.999567267,,,,
ENSCAFG00000016381,MUC4,2553.267533,-0.012082415,0.084286906,0.410373678,0.999567267,,,,
ENSCAFG00000016383,UROS,1204.989515,-0.028686823,0.081110767,0.223069503,0.999567267,,,,
ENSCAFG00000016385,PPP1R7,2950.444425,0.003051228,0.082055229,0.861311692,0.999567267,,,,
ENSCAFG00000016388,BCCIP,2219.96378,-0.00731405,0.083616825,0.611553863,0.999567267,,,,
ENSCAFG00000016392,PDE6H,4034.578105,-0.006874326,0.08360646,0.631314374,0.999567267,,,,
ENSCAFG00000016394,FBXW12,417.3510789,-0.00693524,0.090680364,0.46257483,0.999567267,,,,
ENSCAFG00000016395,CTLA4,1119.261203,-0.002745502,0.078174666,0.916782518,0.999567267,,,,
ENSCAFG00000016396,WDR73,71.54599221,-0.010854796,0.124003934,0.221413065,0.999567267,,,,
ENSCAFG00000016397,FCER1G,3215.487714,0.015042649,0.083057892,0.383201681,0.999567267,,,,
ENSCAFG00000016398,NA,1582.890855,-0.006754282,0.079401043,0.778459472,0.999567267,,,,
ENSCAFG00000016399,ICOS,1237.230591,-0.00484745,0.085121998,0.676926602,0.999567267,,,,
ENSCAFG00000016404,ARHGDIB,1991.007561,0.025966952,0.070062966,0.475944232,0.999567267,,,,
ENSCAFG00000016405,RORC,3335.025092,-0.013620419,0.085819972,0.321954237,0.999567267,,,,
ENSCAFG00000016406,APOA2,939.3501395,0.001849541,0.084721108,0.873303172,0.999567267,,,,
ENSCAFG00000016410,RSRP1,254.6470584,-0.005569135,0.084772525,0.648723635,0.999567267,,,,
ENSCAFG00000016413,PARD3B,458.0284294,0.004622514,0.100339508,0.54363158,0.999567267,,,,
ENSCAFG00000016416,ERP27,13787.30609,-0.000438293,0.088850657,0.958689219,0.999567267,,,,
ENSCAFG00000016418,CHRNA4,12071.25958,0.026610926,0.07847156,0.332941041,0.999567267,,,,
ENSCAFG00000016422,NA,699.7117138,0.00103936,0.095258258,0.886805294,0.999567267,,,,
ENSCAFG00000016423,CAMP,411.3158927,-0.041499616,0.075433251,0.209333794,0.999567267,,,,
ENSCAFG00000016425,KLC2,753.9825397,0.002710313,0.110471965,0.699553105,0.999567267,,,,
ENSCAFG00000016426,OR2V1,1265.184579,-0.007277208,0.083939511,0.599022272,0.999567267,,,,
ENSCAFG00000016427,TOMM40L,1818.113268,0.010346215,0.078258464,0.694916235,0.999567267,,,,
ENSCAFG00000016428,RUNX3,1071.608352,0.010648893,0.08922962,0.338445081,0.999567267,,,,
ENSCAFG00000016430,STRADA,4438.50596,-0.000974065,0.078489872,0.969738416,0.999567267,,,,
ENSCAFG00000016431,THEM5,1551.942359,-0.010304073,0.07849716,0.691280097,0.999567267,,,,
ENSCAFG00000016433,THEM4,445.4037238,0.007197603,0.085236234,0.553748891,0.999567267,,,,
ENSCAFG00000016434,ZNF592,34.89742442,-0.017946791,0.078600697,0.495472782,0.999567267,,,,
ENSCAFG00000016437,NA,258.4752745,0.007068422,0.083588287,0.623530137,0.999567267,,,,
ENSCAFG00000016438,HECTD1,6565.707519,-0.008288766,0.073778313,0.799254056,0.999567267,,,,
ENSCAFG00000016439,DHX32,2929.621716,-0.018125126,0.076246854,0.545588903,0.999567267,,,,
ENSCAFG00000016442,CLIC4,2150.486568,0.014474379,0.07226509,0.672719206,0.999567267,,,,
ENSCAFG00000016443,BTNL9,4779.803541,0.002894152,0.081934438,0.870667934,0.999567267,,,,
ENSCAFG00000016448,METAP1D,231.0962309,0.003940743,0.077822877,0.88361098,0.999567267,,,,
ENSCAFG00000016450,TNK2,776.0470395,-0.015211316,0.083388768,0.364665391,0.999567267,,,,
ENSCAFG00000016452,CDC25A,1618.363595,0.003577368,0.082457162,0.827822839,0.999567267,,,,
ENSCAFG00000016455,SMTN,4295.625305,0.003741666,0.079007675,0.87963725,0.999567267,,,,
ENSCAFG00000016456,DSCAML1,2436.012295,-0.005159277,0.081147912,0.795723949,0.999567267,,,,
ENSCAFG00000016461,WBP11,300.7317595,-0.015350561,0.083589065,0.35312924,0.999567267,,,,
ENSCAFG00000016463,ALPK3,1095.924394,-0.010042432,0.080479622,0.646219902,0.999567267,,,,
ENSCAFG00000016464,LIMD2,705.4411662,0.013628097,0.082606826,0.441700348,0.999567267,,,,
ENSCAFG00000016465,KCNQ2,2172.0254,-0.0028885,0.100811771,0.68871008,0.999567267,,,,
ENSCAFG00000016467,RHOBTB1,1281.678087,0.032954815,0.078190685,0.251188188,0.999567267,,,,
ENSCAFG00000016468,SRRM1,708.2816338,0.010859167,0.078632985,0.672977704,0.999567267,,,,
ENSCAFG00000016469,MAP3K3,496.7429773,-0.009120019,0.078938579,0.715817822,0.999567267,,,,
ENSCAFG00000016470,DLX1,4.021745104,-0.003685715,0.099580311,0.619676373,0.999567267,,,,
ENSCAFG00000016472,MGAT1,2672.918819,0.009637061,0.082494151,0.574181155,0.999567267,,,,
ENSCAFG00000016478,SRMS,696.3226123,-0.021388468,0.08029515,0.365630132,0.999567267,,,,
ENSCAFG00000016479,TACO1,87.747087,0.004335232,0.082440109,0.793428131,0.999567267,,,,
ENSCAFG00000016482,DLX2,2737.170488,0.004809754,0.081054589,0.811266848,0.999567267,,,,
ENSCAFG00000016484,RCAN3,1953.218395,-0.003697784,0.090453685,0.663916739,0.999567267,,,,
ENSCAFG00000016485,DNAJC30,101.7385279,0.025497031,0.080857014,0.274455644,0.999567267,,,,
ENSCAFG00000016486,ZDHHC19,323.4452086,-0.000740674,0.113400001,0.914447845,0.999567267,,,,
ENSCAFG00000016488,VPS37D,3271.395209,-0.009036785,0.08068887,0.671584913,0.999567267,,,,
ENSCAFG00000016491,FANK1,388.3008545,-0.007095235,0.081723064,0.703447565,0.999567267,,,,
ENSCAFG00000016493,SLC51A,26810.04009,0.028721438,0.075494132,0.365657487,0.999567267,,,,
ENSCAFG00000016494,NIPAL3,209.7887594,-0.003851406,0.10061017,0.603363583,0.999567267,,,,
ENSCAFG00000016496,DCAF7,1054.466714,-0.005915562,0.081861537,0.744849965,0.999567267,,,,
ENSCAFG00000016497,MGP,3113.42902,-0.005934059,0.086562346,0.579428289,0.999567267,,,,
ENSCAFG00000016500,MPZ,27.44145715,-0.010629802,0.090062647,0.328617124,0.999567267,,,,
ENSCAFG00000016501,PACS1,867.9011708,0.001355571,0.088953191,0.873217904,0.999567267,,,,
ENSCAFG00000016504,HELZ2,1703.42437,-0.002291545,0.083317526,0.872085343,0.999567267,,,,
ENSCAFG00000016514,C27H12orf60,178.6546541,0.001295918,0.097337602,0.856458106,0.999567267,,,,
ENSCAFG00000016517,RPTN,284.9277396,-0.003742596,0.08780005,0.690855501,0.999567267,,,,
ENSCAFG00000016518,CABCOCO1,12.16876605,0.005932128,0.108058572,0.440366925,0.999567267,,,,
ENSCAFG00000016522,PLA2G3,7979.578823,-0.005110983,0.084849293,0.670627943,0.999567267,,,,
ENSCAFG00000016524,NA,81.55696601,0.005344257,0.094589954,0.518344708,0.999567267,,,,
ENSCAFG00000016526,H2AJ,6314.421177,0.002421365,0.077085145,0.931386128,0.999567267,,,,
ENSCAFG00000016528,ADAM12,179.5127189,-0.008947518,0.121735602,0.283541893,0.999567267,,,,
ENSCAFG00000016532,H4-16,9016.786239,-0.008283673,0.08235891,0.630843162,0.999567267,,,,
ENSCAFG00000016534,FARP2,32995.48418,-0.002592871,0.096452515,0.726284654,0.999567267,,,,
ENSCAFG00000016536,ARID5B,3932.273872,-0.003115451,0.081363988,0.871623426,0.999567267,,,,
ENSCAFG00000016541,SDHC,203.1248083,0.001984146,0.082224015,0.906913636,0.999567267,,,,
ENSCAFG00000016542,GRHL3,772.4675225,0.017295637,0.082456264,0.358042047,0.999567267,,,,
ENSCAFG00000016546,CFAP126,953.6511704,-0.010612583,0.083595257,0.48611649,0.999567267,,,,
ENSCAFG00000016547,ACE,459.688993,0.004117214,0.082072195,0.81386974,0.999567267,,,,
ENSCAFG00000016551,PPIP5K1,122.465026,-0.000216025,0.082351502,0.989610515,0.999567267,,,,
ENSCAFG00000016552,CRNN,1514.542789,0.011582357,0.08003201,0.614426855,0.999567267,,,,
ENSCAFG00000016555,C28H10orf90,26.46094428,-0.007195526,0.092769841,0.430214255,0.999567267,,,,
ENSCAFG00000016558,EPHB3,258.2033343,0.003944425,0.084985496,0.733554048,0.999567267,,,,
ENSCAFG00000016561,ITGA6,622.4178057,0.00615491,0.067197221,0.869799237,0.999567267,,,,
ENSCAFG00000016564,ADH5,178.901366,-0.001696845,0.081240588,0.930851736,0.999567267,,,,
ENSCAFG00000016566,GMEB2,1941.817894,-0.027784619,0.082248742,0.199618323,0.999567267,,,,
ENSCAFG00000016568,TBL2,6136.559922,0.009017053,0.085701839,0.463749746,0.999567267,,,,
ENSCAFG00000016570,PDE8A,1818.797639,0.009590677,0.082023486,0.598577342,0.999567267,,,,
ENSCAFG00000016571,THAP4,310.7593651,0.00022496,0.084243937,0.985354069,0.999567267,,,,
ENSCAFG00000016572,RNF168,1050.328572,0.002720351,0.078876291,0.913176957,0.999567267,,,,
ENSCAFG00000016574,NA,1220.922737,-0.013856481,0.081379274,0.495073086,0.999567267,,,,
ENSCAFG00000016577,CYB561,425.9727712,-0.002135124,0.090929319,0.79118651,0.999567267,,,,
ENSCAFG00000016578,RTKN2,286.6007178,0.015764348,0.088880965,0.226623222,0.999567267,,,,
ENSCAFG00000016581,SMCO1,2.866742157,0.004987394,0.086984628,0.623824464,0.999567267,,,,
ENSCAFG00000016582,CEP164,1259.677735,-0.012715464,0.081281633,0.532298333,0.999567267,,,,
ENSCAFG00000016583,HEATR5A,1255.117547,-0.007907826,0.084033416,0.567990047,0.999567267,,,,
ENSCAFG00000016584,FBXO45,13.16192346,0.004532427,0.091183123,0.597016673,0.999567267,,,,
ENSCAFG00000016587,STK25,3338.213478,-0.004082128,0.078475461,0.874021258,0.999567267,,,,
ENSCAFG00000016588,SF3B2,10.94997185,-0.011048534,0.121320142,0.217485562,0.999567267,,,,
ENSCAFG00000016589,NA,4370.293714,0.003439298,0.08079415,0.868205624,0.999567267,,,,
ENSCAFG00000016591,DHX30,249.5162125,-0.006165411,0.081263187,0.754395722,0.999567267,,,,
ENSCAFG00000016594,NA,1064.519555,-0.007473766,0.082619208,0.650736757,0.999567267,,,,
ENSCAFG00000016599,ADO,995.0723877,0.002884077,0.082093377,0.868017852,0.999567267,,,,
ENSCAFG00000016602,FCRLA,305.206363,0.0007468,0.102723948,0.914003932,0.999567267,,,,
ENSCAFG00000016605,PIGX,258.5992669,-0.015259775,0.083421853,0.362124935,0.999567267,,,,
ENSCAFG00000016607,TANC2,11567.7328,0.002620448,0.083576377,0.848224497,0.999567267,,,,
ENSCAFG00000016608,RPS17,1566.013051,-0.000545756,0.107794216,0.936578932,0.999567267,,,,
ENSCAFG00000016612,ZGPAT,227.5154684,-0.024500549,0.078373398,0.371042415,0.999567267,,,,
ENSCAFG00000016615,DUSP12,595.1483462,0.002167412,0.082179125,0.899108845,0.999567267,,,,
ENSCAFG00000016616,SLC2A4RG,1770.589907,0.009721902,0.081985728,0.595748147,0.999567267,,,,
ENSCAFG00000016617,PDK1,34.60801317,0.000576177,0.084309797,0.962175562,0.999567267,,,,
ENSCAFG00000016618,GAL3ST3,7.651710533,-0.005055402,0.088837342,0.589122555,0.999567267,,,,
ENSCAFG00000016620,DOCK1,792.708267,0.008118574,0.072849498,0.808765562,0.999567267,,,,
ENSCAFG00000016621,NA,246.0999547,0.00559345,0.086499998,0.599303313,0.999567267,,,,
ENSCAFG00000016625,ZBTB46,593.444282,-0.006487698,0.082998525,0.675328186,0.999567267,,,,
ENSCAFG00000016626,PAK2,321.6222867,-0.030706015,0.079865209,0.235464889,0.999567267,,,,
ENSCAFG00000016627,ATF6,1632.53491,-0.008177443,0.108734661,0.325196877,0.999567267,,,,
ENSCAFG00000016628,BACE1,30190.66331,0.008221878,0.082673005,0.618427681,0.999567267,,,,
ENSCAFG00000016629,CATSPER1,249.1295635,-0.004808052,0.082200333,0.779974736,0.999567267,,,,
ENSCAFG00000016630,CNR2,1693.610326,-0.021326422,0.078004905,0.44041184,0.999567267,,,,
ENSCAFG00000016634,TPD52L2,2659.534768,-0.023862938,0.081197615,0.287403499,0.999567267,,,,
ENSCAFG00000016635,FUCA1,7837.335128,0.004637383,0.100892587,0.541082408,0.999567267,,,,
