"Cytokine","Collection","ID","Description","setSize","enrichmentScore","NES","pvalue","p_adjust","qvalue","rank","leading_edge","core_enrichment"
"IL8","C7","GSE45365_NK_CELL_VS_CD8A_DC_MCMV_INFECTION_DN","GSE45365_NK_CELL_VS_CD8A_DC_MCMV_INFECTION_DN",134,0.961404483,1.685141476,0.000315083,0.145940591,0.143008362,10,"tags=1%, list=0%, signal=2%","SMPDL3A/CSF1R"
"IL8","C2","WU_HBX_TARGETS_3_UP","WU_HBX_TARGETS_3_UP",13,-0.99671685,-1.828875673,6.04e-05,0.169978369,0.163447462,4,"tags=15%, list=0%, signal=15%","TFAP4/MFNG"
"IL8","C7","THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_7DY_DN","THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_7DY_DN",58,0.976177966,1.748151999,0.000430429,0.182753064,0.1790812,1,"tags=2%, list=0%, signal=2%","SMPDL3A"
"IL8","Hallmark","HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",69,0.954218567,1.753545016,0.005858929,0.195088204,0.193034644,112,"tags=20%, list=1%, signal=20%","OAS1/ISG20/IFI44L/OASL/RSAD2/ISG15/IFIT2/HERC6/IFI44/HELZ2/IRF1/PARP14/DDX60/BST2"
"IL8","Hallmark","HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE",136,0.924860005,1.654569087,0.007803528,0.195088204,0.193034644,112,"tags=7%, list=1%, signal=7%","CCL7/STAB1/SCARF1/CXCL8/KCNJ2/C5AR1/IRF1/TNFSF15/IL1B/BST2"
"IL8","C7","GSE24726_WT_VS_E2_2_KO_PDC_DN","GSE24726_WT_VS_E2_2_KO_PDC_DN",168,0.952307212,1.650441185,0.000517236,0.202716646,0.198643676,53,"tags=2%, list=0%, signal=2%","CCL7/SLC11A1/ISG15/PRSS8"
"IL8","C7","GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP","GSE17721_POLYIC_VS_PAM3CSK4_16H_BMDC_UP",166,0.941319799,1.630666866,0.000597341,0.217389315,0.213021543,7,"tags=1%, list=0%, signal=1%","SMPDL3A/STAB1"
"IL8","C6","RAPA_EARLY_UP.V1_UP","RAPA_EARLY_UP.V1_UP",105,-0.961646412,-1.765880556,0.004655273,0.218797821,0.214387562,12,"tags=3%, list=0%, signal=3%","GMDS/HBP1/VGF"
"IL8","C6","CORDENONSI_YAP_CONSERVED_SIGNATURE","CORDENONSI_YAP_CONSERVED_SIGNATURE",49,-0.950182706,-1.792853696,0.007980397,0.250052442,0.245012191,9,"tags=4%, list=0%, signal=4%","TNS1/ETV5"
"IL8","C6","KRAS.KIDNEY_UP.V1_DN","KRAS.KIDNEY_UP.V1_DN",66,0.957101273,1.762441632,0.006699623,0.250052442,0.245012191,70,"tags=9%, list=1%, signal=9%","OAS1/CSF1R/IFI44L/RSAD2/MX2/CCL27"
"IL8","C7","GSE17721_CTRL_VS_CPG_1H_BMDC_DN","GSE17721_CTRL_VS_CPG_1H_BMDC_DN",139,-0.958862822,-1.748452143,0.000892548,0.284220638,0.278510094,7,"tags=3%, list=0%, signal=3%","MACROD2/PDGFRA/FGF7/NDN"
"IL8","C7","GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP","GSE32986_CURDLAN_LOWDOSE_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP",170,0.943591105,1.630229347,0.000871903,0.284220638,0.278510094,12,"tags=1%, list=0%, signal=1%","SMPDL3A/TMEM144"
"IL8","C7","GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP","GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP",128,-0.96263452,-1.750425942,0.001195458,0.299029362,0.293021283,2,"tags=2%, list=0%, signal=2%","DUOX1/NDN"
"IL8","C7","ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_3DY_UP","ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_3DY_UP",81,0.96722521,1.720531985,0.001225731,0.299029362,0.293021283,102,"tags=23%, list=1%, signal=23%","OAS1/IGSF6/CSF1R/LGALS9/IFI44L/FLVCR2/OASL/IFIT1/RSAD2/KCNJ2/MX2/IFIT2/HERC6/MAFB/IFI44/OAS2/TNFSF13B/DDX60/OAS3"
"IL8","C7","GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_UP","GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_UP",134,0.952427359,1.669406451,0.001330228,0.299029362,0.293021283,5,"tags=1%, list=0%, signal=2%","SMPDL3A/MS4A7"
"IL8","C7","GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_2H_UP","GSE2770_IL12_ACT_VS_ACT_CD4_TCELL_2H_UP",136,0.951126847,1.666954459,0.001467269,0.299029362,0.293021283,23,"tags=3%, list=0%, signal=3%","CCL7/SLC11A1/NXT2/CXCL8"
"IL8","C7","GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_DN","GSE5589_IL6_KO_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_DN",136,0.951116015,1.666935474,0.001467269,0.299029362,0.293021283,50,"tags=2%, list=0%, signal=2%","SMPDL3A/SLC11A1/C5AR1"
"IL8","C7","GSE30083_SP2_VS_SP3_THYMOCYTE_DN","GSE30083_SP2_VS_SP3_THYMOCYTE_DN",141,0.95272351,1.656516475,0.001420263,0.299029362,0.293021283,56,"tags=3%, list=0%, signal=3%","SMPDL3A/OAS1/IFIT1/ALDH3B1"
"IL8","C7","GSE43955_1H_VS_10H_ACT_CD4_TCELL_UP","GSE43955_1H_VS_10H_ACT_CD4_TCELL_UP",153,0.945369069,1.641306006,0.001288955,0.299029362,0.293021283,1,"tags=1%, list=0%, signal=1%","SMPDL3A"
"IL8","C7","GSE33425_CD161_INT_VS_NEG_CD8_TCELL_UP","GSE33425_CD161_INT_VS_NEG_CD8_TCELL_UP",180,0.94095337,1.628752074,0.00117764,0.299029362,0.293021283,1,"tags=1%, list=0%, signal=1%","SMPDL3A"
"IL8","C7","GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_UP","GSE18893_CTRL_VS_TNF_TREATED_TREG_2H_UP",165,0.940682301,1.621056378,0.001198902,0.299029362,0.293021283,1,"tags=1%, list=0%, signal=1%","SMPDL3A"
"IL8","C7","GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN","GSE14308_TH2_VS_NAIVE_CD4_TCELL_DN",149,-0.953961104,-1.743974862,0.001787154,0.30590369,0.299757493,26,"tags=3%, list=0%, signal=3%","NCOA3/ZNF322/BANK1/LSP1/VGF"
"IL8","C7","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN","GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN",138,0.95105822,1.6524801,0.001651807,0.30590369,0.299757493,61,"tags=6%, list=1%, signal=6%","SLC11A1/STAB1/IGSF6/CSF1R/KCNJ2/C5AR1/ALDH3B1/MAFB"
"IL8","C7","GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN","GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN",154,0.948001881,1.650172152,0.00171175,0.30590369,0.299757493,56,"tags=4%, list=0%, signal=4%","SLC11A1/IGSF6/CSF1R/LGALS9/KCNJ2/ALDH3B1"
"IL8","C7","GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP","GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP",159,0.943716226,1.63941232,0.001772874,0.30590369,0.299757493,55,"tags=1%, list=0%, signal=1%","SMPDL3A/IFIT2"
"IL8","C7","GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_UP","GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_7DY_UP",202,0.923328922,1.587631576,0.001801199,0.30590369,0.299757493,112,"tags=13%, list=1%, signal=13%","MS4A7/OAS1/STAB1/CSF1R/LGALS9/ZC3HAV1/ISG20/IFI44L/FLVCR2/OASL/IFIT1/RSAD2/MX2/ISG15/IFIT2/ALDH3B1/HERC6/MAFB/IFI44/HELZ2/OAS2/PARP14/TNFSF13B/DDX60/OAS3/BST2"
"IL8","C7","GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_DN","GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_DN",114,-0.962886034,-1.764189112,0.002634801,0.329346348,0.322729142,34,"tags=4%, list=0%, signal=4%","ZNF32/SMC1B/PLCL1/MMP1/MFNG"
"IL8","C7","GSE22886_NEUTROPHIL_VS_MONOCYTE_UP","GSE22886_NEUTROPHIL_VS_MONOCYTE_UP",92,-0.961493555,-1.751151418,0.003414232,0.329346348,0.322729142,138,"tags=4%, list=1%, signal=4%","ELAPOR1/ETV1/RGS4/VGF"
"IL8","C7","GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_6H_UP","GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_6H_UP",148,-0.948211639,-1.731163604,0.004227622,0.329346348,0.322729142,9,"tags=3%, list=0%, signal=3%","TMEM100/HAS2/MXRA8/ETV5/NDN"
"IL8","C7","GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP","GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP",163,-0.952232303,-1.730701048,0.002252523,0.329346348,0.322729142,2,"tags=2%, list=0%, signal=2%","SRXN1/NDUFS5/NDN"
"IL8","C7","GSE39556_CD8A_DC_VS_NK_CELL_UP","GSE39556_CD8A_DC_VS_NK_CELL_UP",167,-0.951913737,-1.730320888,0.00234179,0.329346348,0.322729142,2,"tags=1%, list=0%, signal=1%","CCND2/NDN"
"IL8","C7","GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN","GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_DN",155,-0.948394607,-1.727388536,0.002804047,0.329346348,0.322729142,9,"tags=2%, list=0%, signal=2%","SLC37A1/ETV5/MFNG"
"IL8","C7","ERWIN_COHEN_BLOOD_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_2DY_UP","ERWIN_COHEN_BLOOD_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_2DY_UP",86,0.962617782,1.726131793,0.004509702,0.329346348,0.322729142,112,"tags=24%, list=1%, signal=24%","OAS1/LGALS9/ZC3HAV1/ISG20/IFI44L/OASL/IFIT1/RSAD2/MX2/ISG15/IFIT2/HERC6/MAFB/IFI44/HELZ2/OAS2/PARP14/TNFSF13B/DDX60/OAS3/BST2"
"IL8","C7","FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_1DY_POSITIVE","FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_1DY_POSITIVE",88,0.952123854,1.699502253,0.00202294,0.329346348,0.322729142,102,"tags=20%, list=1%, signal=20%","OAS1/ZC3HAV1/ISG20/IFI44L/OASL/IFIT1/RSAD2/MX2/ISG15/HERC6/IFI44/KARS1/HELZ2/OAS2/PARP14/TNFSF13B/DDX60/OAS3"
"IL8","C7","GSE6259_33D1_POS_DC_VS_CD8_TCELL_DN","GSE6259_33D1_POS_DC_VS_CD8_TCELL_DN",95,0.949319755,1.692545362,0.003462319,0.329346348,0.322729142,100,"tags=2%, list=1%, signal=2%","SLC11A1/DDX60"
"IL8","C7","GSE21546_UNSTIM_VS_ANTI_CD3_STIM_ELK1_KO_DP_THYMOCYTES_UP","GSE21546_UNSTIM_VS_ANTI_CD3_STIM_ELK1_KO_DP_THYMOCYTES_UP",95,0.945027651,1.684892955,0.00420679,0.329346348,0.322729142,203,"tags=22%, list=2%, signal=22%","OAS1/ZC3HAV1/IFI44L/OASL/IFIT1/RSAD2/ISG15/C5AR1/IFIT2/HERC6/IFI44/NEB/HELZ2/IRF1/PARP14/DDX60/OAS3/BST2/NLRC5/RNF213/PAX9"
"IL8","C7","GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_DN","GSE28783_ANTI_MIR33_VS_CTRL_ATHEROSCLEROSIS_MACROPHAGE_DN",125,0.952768026,1.680965431,0.004420359,0.329346348,0.322729142,124,"tags=5%, list=1%, signal=5%","SMPDL3A/IFIT1/RSAD2/ALDH3B1/PTPRB/DMXL2"
"IL8","C7","GSE45365_WT_VS_IFNAR_KO_CD11B_DC_DN","GSE45365_WT_VS_IFNAR_KO_CD11B_DC_DN",130,0.950945897,1.680539802,0.003026126,0.329346348,0.322729142,75,"tags=2%, list=1%, signal=2%","SMPDL3A/MAPK6"
"IL8","C7","GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_DN","GSE42088_2H_VS_24H_LEISHMANIA_INF_DC_DN",126,0.944791397,1.669446333,0.003423197,0.329346348,0.322729142,70,"tags=2%, list=1%, signal=2%","SMPDL3A/CCL27"
"IL8","C7","GSE30083_SP1_VS_SP3_THYMOCYTE_DN","GSE30083_SP1_VS_SP3_THYMOCYTE_DN",133,0.948764949,1.667585965,0.003302878,0.329346348,0.322729142,90,"tags=5%, list=1%, signal=5%","SMPDL3A/OAS1/IFIT1/HERC6/IFI44/OAS2"
"IL8","C7","GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_DN","GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_DN",151,0.946049874,1.645911528,0.00227899,0.329346348,0.322729142,112,"tags=13%, list=1%, signal=13%","OAS1/LGALS9/ZC3HAV1/ISG20/IFI44L/OASL/IFIT1/RSAD2/MX2/ISG15/TRANK1/IFIT2/HERC6/IFI44/IRF1/OAS2/DDX60/OAS3/BST2"
"IL8","C7","GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_DN","GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_DN",154,0.942842531,1.641191352,0.003479279,0.329346348,0.322729142,45,"tags=1%, list=0%, signal=1%","SMPDL3A/MMP9"
"IL8","C7","GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP","GSE5589_LPS_AND_IL10_VS_LPS_AND_IL6_STIM_IL6_KO_MACROPHAGE_45MIN_UP",149,0.942797101,1.640712472,0.004049532,0.329346348,0.322729142,131,"tags=9%, list=1%, signal=9%","CCL7/OAS1/ZC3HAV1/SCARF1/ISG20/ADAM8/RSAD2/ISG15/OAS2/PARP14/DDX60/OAS3/NLRC5"
"IL8","C7","GSE40443_INDUCED_VS_TOTAL_TREG_DN","GSE40443_INDUCED_VS_TOTAL_TREG_DN",149,0.942604134,1.64037666,0.004128161,0.329346348,0.322729142,102,"tags=4%, list=1%, signal=4%","SMPDL3A/OAS1/NXT2/IFIT1/IFI44/OAS3"
"IL8","C7","GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN","GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN",140,0.940417503,1.638395959,0.004433266,0.329346348,0.322729142,112,"tags=5%, list=1%, signal=5%","SMPDL3A/STAB1/IFIT1/RSAD2/IFIT2/SLCO2B1/BST2"
"IL8","C7","GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP","GSE17721_CTRL_VS_POLYIC_1H_BMDC_UP",151,0.941614628,1.638195209,0.004110706,0.329346348,0.322729142,75,"tags=2%, list=1%, signal=2%","SMPDL3A/C5AR1/MAPK6"
"IL8","C7","GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN","GSE13485_PRE_VS_POST_YF17D_VACCINATION_PBMC_DN",140,0.940290028,1.638173871,0.004433266,0.329346348,0.322729142,112,"tags=12%, list=1%, signal=12%","OAS1/LGALS9/IFI44L/OASL/IFIT1/RSAD2/MX2/ISG15/IFIT2/HERC6/IFI44/OAS2/PARP14/TNFSF13B/DDX60/OAS3/BST2"
"IL8","C7","GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP","GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP",154,0.940749078,1.637547311,0.004570824,0.329346348,0.322729142,96,"tags=3%, list=1%, signal=3%","SMPDL3A/OASL/KCNJ2/IRF1/TNFSF13B"
"IL8","C7","GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP","GSE37533_PPARG1_FOXP3_VS_FOXP3_TRANSDUCED_CD4_TCELL_PIOGLITAZONE_TREATED_UP",159,0.942226253,1.636823958,0.002224593,0.329346348,0.322729142,112,"tags=11%, list=1%, signal=11%","OAS1/LGALS9/ISG20/IFI44L/OASL/IFIT1/RSAD2/MX2/ISG15/TRANK1/IFIT2/HERC6/IFI44/OAS2/DDX60/OAS3/BST2"
"IL8","C7","GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN","GSE12845_IGD_NEG_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN",160,0.940264943,1.635492271,0.002697062,0.329346348,0.322729142,61,"tags=2%, list=1%, signal=2%","SMPDL3A/CSF1R/MAFB"
"IL8","C7","GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN","GSE37534_UNTREATED_VS_PIOGLITAZONE_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN",157,0.941771089,1.635487514,0.003987836,0.329346348,0.322729142,112,"tags=10%, list=1%, signal=10%","CCL7/OAS1/ISG20/IFI44L/OASL/IFIT1/RSAD2/MX2/ISG15/IFIT2/HERC6/IFI44/IRF1/OAS2/OAS3/BST2"
"IL8","C7","GSE42021_CD24INT_VS_CD24LOW_TCONV_THYMUS_DN","GSE42021_CD24INT_VS_CD24LOW_TCONV_THYMUS_DN",142,0.939670513,1.635301069,0.004382659,0.329346348,0.322729142,102,"tags=11%, list=1%, signal=11%","OAS1/LGALS9/ISG20/IFI44L/OASL/IFIT1/RSAD2/MX2/ISG15/TRANK1/IFIT2/HERC6/IFI44/OAS2/DDX60/OAS3"
"IL8","C7","GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN","GSE14415_INDUCED_TREG_VS_FOXP3_KO_INDUCED_TREG_DN",143,0.9378724,1.634342814,0.004461624,0.329346348,0.322729142,1,"tags=1%, list=0%, signal=1%","SMPDL3A"
"IL8","C7","GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_DN","GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_DN",128,0.928801295,1.633842213,0.003241351,0.329346348,0.322729142,245,"tags=17%, list=2%, signal=17%","OAS1/ISG20/IFI44L/OASL/IFIT1/RSAD2/MX2/ISG15/TRANK1/IFIT2/HERC6/IFI44/OAS2/DDX60/OAS3/BST2/ERAP2/SLC35F6/CXCL10/BRAF/RUBCN/PARP12"
"IL8","C7","GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_UP","GSE1791_CTRL_VS_NEUROMEDINU_IN_T_CELL_LINE_6H_UP",160,0.937333906,1.630394039,0.003681376,0.329346348,0.322729142,20,"tags=2%, list=0%, signal=2%","CCL7/SLC11A1/NXT2"
"IL8","C7","GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP","GSE19401_NAIVE_VS_IMMUNIZED_MOUSE_PLN_FOLLICULAR_DC_UP",162,0.936032794,1.627954552,0.0025272,0.329346348,0.322729142,101,"tags=5%, list=1%, signal=5%","CCL7/STAB1/ZC3HAV1/CXCL8/OASL/MX2/IFI44/IL1B"
"IL8","C7","GSE20727_DNFB_ALLERGEN_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN","GSE20727_DNFB_ALLERGEN_VS_ROS_INH_AND_DNFB_ALLERGEN_TREATED_DC_DN",168,0.939107198,1.627564276,0.002407807,0.329346348,0.322729142,25,"tags=1%, list=0%, signal=1%","SMPDL3A/ISG20"
"IL8","C7","GSE17721_POLYIC_VS_CPG_2H_BMDC_DN","GSE17721_POLYIC_VS_CPG_2H_BMDC_DN",150,0.934676303,1.626358615,0.003884412,0.329346348,0.322729142,75,"tags=2%, list=1%, signal=2%","CCL7/IGSF6/MAPK6"
"IL8","C7","GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_UP","GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_UP",167,0.936752056,1.625087909,0.0025272,0.329346348,0.322729142,1,"tags=1%, list=0%, signal=1%","SMPDL3A"
"IL8","C7","GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN","GSE36888_STAT5_AB_KNOCKIN_VS_WT_TCELL_IL2_TREATED_17H_DN",153,0.935234355,1.623710583,0.003954112,0.329346348,0.322729142,1,"tags=1%, list=0%, signal=1%","SMPDL3A"
"IL8","C7","GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP","GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP",152,0.932477634,1.621808211,0.003751399,0.329346348,0.322729142,112,"tags=16%, list=1%, signal=16%","MS4A7/OAS1/CSF1R/LGALS9/ZC3HAV1/IFI44L/FLVCR2/OASL/IFIT1/RSAD2/MX2/ISG15/IFIT2/ALDH3B1/HERC6/MAFB/IFI44/HELZ2/OAS2/PARP14/TNFSF13B/DDX60/OAS3/BST2"
"IL8","C7","GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_UP","GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_UP",172,0.940537538,1.6189562,0.002169022,0.329346348,0.322729142,112,"tags=9%, list=1%, signal=9%","CCL7/OAS1/ISG20/IFI44L/OASL/IFIT1/KCNJ2/MX2/ISG15/MMP9/ENPP2/IFI44/IRF1/OAS2/OAS3/BST2"
